time,expected_wait_d,expected_wait_e,scenario,seed
38,3.0,3.0,symmetric_random,0
39,3.0,3.0,symmetric_random,0
40,3.0,3.0,symmetric_random,0
41,3.0,3.0,symmetric_random,0
42,3.0,3.0,symmetric_random,0
43,3.0,3.0,symmetric_random,0
44,3.0,3.0,symmetric_random,0
45,3.0,3.0,symmetric_random,0
46,3.0,3.0,symmetric_random,0
47,3.0,3.0,symmetric_random,0
48,3.0,3.0,symmetric_random,0
49,3.0,3.0,symmetric_random,0
50,3.0,3.0,symmetric_random,0
51,3.0,3.0,symmetric_random,0
52,3.0,3.0,symmetric_random,0
53,3.0,3.0,symmetric_random,0
54,3.0,3.0,symmetric_random,0
55,3.0,3.0,symmetric_random,0
56,3.0,3.0,symmetric_random,0
57,3.0,3.0,symmetric_random,0
58,3.0,3.0,symmetric_random,0
59,3.0,3.0,symmetric_random,0
60,3.0,3.0,symmetric_random,0
61,3.0,3.0,symmetric_random,0
62,3.0,3.0,symmetric_random,0
63,3.0,3.0,symmetric_random,0
64,3.0,3.0,symmetric_random,0
65,3.0,3.0,symmetric_random,0
0,3.0,3.0,symmetric_legacy,0
1,3.0,3.0,symmetric_legacy,0
2,3.0,3.0,symmetric_legacy,0
3,3.0,3.0,symmetric_legacy,0
4,3.0,3.0,symmetric_legacy,0
5,3.0,3.0,symmetric_legacy,0
6,3.0,3.0,symmetric_legacy,0
7,3.0,3.0,symmetric_legacy,0
8,3.0,3.0,symmetric_legacy,0
9,3.0,3.0,symmetric_legacy,0
10,3.0,3.0,symmetric_legacy,0
11,3.0,3.0,symmetric_legacy,0
12,3.0,3.0,symmetric_legacy,0
13,3.0,3.0,symmetric_legacy,0
14,3.0,3.0,symmetric_legacy,0
15,3.0,3.0,symmetric_legacy,0
16,3.0,3.0,symmetric_legacy,0
17,3.0,3.0,symmetric_legacy,0
18,3.0,3.0,symmetric_legacy,0
19,3.0,3.0,symmetric_legacy,0
20,3.0,3.0,symmetric_legacy,0
21,3.0,3.0,symmetric_legacy,0
22,3.0,3.0,symmetric_legacy,0
23,3.0,3.0,symmetric_legacy,0
24,3.0,3.0,symmetric_legacy,0
25,3.0,3.0,symmetric_legacy,0
26,3.0,3.0,symmetric_legacy,0
27,3.0,3.0,symmetric_legacy,0
28,3.0,3.0,symmetric_legacy,0
29,3.0,3.0,symmetric_legacy,0
30,3.0,3.0,symmetric_legacy,0
31,3.0,3.0,symmetric_legacy,0
32,3.0,3.0,symmetric_legacy,0
33,3.0,3.0,symmetric_legacy,0
34,3.0,3.0,symmetric_legacy,0
35,3.0,3.0,symmetric_legacy,0
36,3.0,3.0,symmetric_legacy,0
37,3.0,3.0,symmetric_legacy,0
38,3.0,3.0,symmetric_legacy,0
39,3.0,3.0,symmetric_legacy,0
40,3.0,3.0,symmetric_legacy,0
41,3.0,3.0,symmetric_legacy,0
42,3.0,3.0,symmetric_legacy,0
43,3.0,3.0,symmetric_legacy,0
44,3.0,3.0,symmetric_legacy,0
45,3.0,3.0,symmetric_legacy,0
46,3.0,3.0,symmetric_legacy,0
47,3.0,3.0,symmetric_legacy,0
48,3.0,3.0,symmetric_legacy,0
49,3.0,3.0,symmetric_legacy,0
50,3.0,3.0,symmetric_legacy,0
51,3.0,3.0,symmetric_legacy,0
52,3.0,3.0,symmetric_legacy,0
53,3.0,3.0,symmetric_legacy,0
54,3.0,3.0,symmetric_legacy,0
55,3.0,3.0,symmetric_legacy,0
56,3.0,3.0,symmetric_legacy,0
57,3.0,3.0,symmetric_legacy,0
58,3.0,3.0,symmetric_legacy,0
59,3.0,3.0,symmetric_legacy,0
60,3.0,3.0,symmetric_legacy,0
61,3.0,3.0,symmetric_legacy,0
62,3.0,3.0,symmetric_legacy,0
63,3.0,3.0,symmetric_legacy,0
64,3.0,3.0,symmetric_legacy,0
65,3.0,3.0,symmetric_legacy,0
0,3.0,3.0,grid_r0.4_c0.5,0
1,3.0,3.0,grid_r0.4_c0.5,0
2,3.0,3.0,grid_r0.4_c0.5,0
3,3.0,3.0,grid_r0.4_c0.5,0
4,3.0,3.0,grid_r0.4_c0.5,0
5,3.0,3.0,grid_r0.4_c0.5,0
6,3.0,3.0,grid_r0.4_c0.5,0
7,3.0,3.0,grid_r0.4_c0.5,0
8,3.0,3.0,grid_r0.4_c0.5,0
9,3.0,3.0,grid_r0.4_c0.5,0
10,3.0,3.0,grid_r0.4_c0.5,0
11,3.0,3.0,grid_r0.4_c0.5,0
12,3.0,3.0,grid_r0.4_c0.5,0
13,3.0,3.0,grid_r0.4_c0.5,0
14,3.0,3.0,grid_r0.4_c0.5,0
15,3.0,3.0,grid_r0.4_c0.5,0
16,3.0,3.0,grid_r0.4_c0.5,0
17,3.0,3.0,grid_r0.4_c0.5,0
18,3.0,3.0,grid_r0.4_c0.5,0
19,3.0,3.0,grid_r0.4_c0.5,0
20,3.0,3.0,grid_r0.4_c0.5,0
21,3.0,3.0,grid_r0.4_c0.5,0
22,3.0,3.0,grid_r0.4_c0.5,0
23,3.0,3.0,grid_r0.4_c0.5,0
24,3.0,3.0,grid_r0.4_c0.5,0
25,3.0,3.0,grid_r0.4_c0.5,0
26,3.0,3.0,grid_r0.4_c0.5,0
27,3.0,3.0,grid_r0.4_c0.5,0
28,3.0,3.0,grid_r0.4_c0.5,0
29,3.0,3.0,grid_r0.4_c0.5,0
30,3.0,3.0,grid_r0.4_c0.5,0
31,3.0,3.0,grid_r0.4_c0.5,0
32,3.0,3.0,grid_r0.4_c0.5,0
33,3.0,3.0,grid_r0.4_c0.5,0
34,3.0,3.0,grid_r0.4_c0.5,0
35,3.0,3.0,grid_r0.4_c0.5,0
36,3.0,3.0,grid_r0.4_c0.5,0
37,3.0,3.0,grid_r0.4_c0.5,0
38,3.0,3.0,grid_r0.4_c0.5,0
39,3.0,3.0,grid_r0.4_c0.5,0
40,3.0,3.0,grid_r0.4_c0.5,0
41,3.0,3.0,grid_r0.4_c0.5,0
42,3.0,3.0,grid_r0.4_c0.5,0
43,3.0,3.0,grid_r0.4_c0.5,0
44,3.0,3.0,grid_r0.4_c0.5,0
45,3.0,3.0,grid_r0.4_c0.5,0
46,3.0,3.0,grid_r0.4_c0.5,0
47,3.0,3.0,grid_r0.4_c0.5,0
48,3.0,3.0,grid_r0.4_c0.5,0
49,3.0,3.0,grid_r0.4_c0.5,0
50,3.0,3.0,grid_r0.4_c0.5,0
51,3.0,3.0,grid_r0.4_c0.5,0
52,3.0,3.0,grid_r0.4_c0.5,0
53,3.0,3.0,grid_r0.4_c0.5,0
54,3.0,3.0,grid_r0.4_c0.5,0
55,3.0,3.0,grid_r0.4_c0.5,0
56,3.0,3.0,grid_r0.4_c0.5,0
57,3.0,3.0,grid_r0.4_c0.5,0
58,3.0,3.0,grid_r0.4_c0.5,0
59,3.0,3.0,grid_r0.4_c0.5,0
60,3.0,3.0,grid_r0.4_c0.5,0
61,3.0,3.0,grid_r0.4_c0.5,0
62,3.0,3.0,grid_r0.4_c0.5,0
63,3.0,3.0,grid_r0.4_c0.5,0
64,3.0,3.0,grid_r0.4_c0.5,0
65,3.0,3.0,grid_r0.4_c0.5,0
0,3.0,3.0,grid_r0.4_c1.0,0
1,3.0,3.0,grid_r0.4_c1.0,0
2,3.0,3.0,grid_r0.4_c1.0,0
3,3.0,3.0,grid_r0.4_c1.0,0
4,3.0,3.0,grid_r0.4_c1.0,0
5,3.0,3.0,grid_r0.4_c1.0,0
6,3.0,3.0,grid_r0.4_c1.0,0
7,3.0,3.0,grid_r0.4_c1.0,0
8,3.0,3.0,grid_r0.4_c1.0,0
9,3.0,3.0,grid_r0.4_c1.0,0
10,3.0,3.0,grid_r0.4_c1.0,0
11,3.0,3.0,grid_r0.4_c1.0,0
12,3.0,3.0,grid_r0.4_c1.0,0
13,3.0,3.0,grid_r0.4_c1.0,0
14,3.0,3.0,grid_r0.4_c1.0,0
15,3.0,3.0,grid_r0.4_c1.0,0
16,3.0,3.0,grid_r0.4_c1.0,0
17,3.0,3.0,grid_r0.4_c1.0,0
18,3.0,3.0,grid_r0.4_c1.0,0
19,3.0,3.0,grid_r0.4_c1.0,0
20,3.0,3.0,grid_r0.4_c1.0,0
21,3.0,3.0,grid_r0.4_c1.0,0
22,3.0,3.0,grid_r0.4_c1.0,0
23,3.0,3.0,grid_r0.4_c1.0,0
24,3.0,3.0,grid_r0.4_c1.0,0
25,3.0,3.0,grid_r0.4_c1.0,0
26,3.0,3.0,grid_r0.4_c1.0,0
27,3.0,3.0,grid_r0.4_c1.0,0
28,3.0,3.0,grid_r0.4_c1.0,0
29,3.0,3.0,grid_r0.4_c1.0,0
30,3.0,3.0,grid_r0.4_c1.0,0
31,3.0,3.0,grid_r0.4_c1.0,0
32,3.0,3.0,grid_r0.4_c1.0,0
33,3.0,3.0,grid_r0.4_c1.0,0
34,3.0,3.0,grid_r0.4_c1.0,0
35,3.0,3.0,grid_r0.4_c1.0,0
36,3.0,3.0,grid_r0.4_c1.0,0
37,3.0,3.0,grid_r0.4_c1.0,0
38,3.0,3.0,grid_r0.4_c1.0,0
39,3.0,3.0,grid_r0.4_c1.0,0
40,3.0,3.0,grid_r0.4_c1.0,0
41,3.0,3.0,grid_r0.4_c1.0,0
42,3.0,3.0,grid_r0.4_c1.0,0
43,3.0,3.0,grid_r0.4_c1.0,0
44,3.0,3.0,grid_r0.4_c1.0,0
45,3.0,3.0,grid_r0.4_c1.0,0
46,3.0,3.0,grid_r0.4_c1.0,0
47,3.0,3.0,grid_r0.4_c1.0,0
48,3.0,3.0,grid_r0.4_c1.0,0
49,3.0,3.0,grid_r0.4_c1.0,0
50,3.0,3.0,grid_r0.4_c1.0,0
51,3.0,3.0,grid_r0.4_c1.0,0
52,3.0,3.0,grid_r0.4_c1.0,0
53,3.0,3.0,grid_r0.4_c1.0,0
54,3.0,3.0,grid_r0.4_c1.0,0
55,3.0,3.0,grid_r0.4_c1.0,0
56,3.0,3.0,grid_r0.4_c1.0,0
57,3.0,3.0,grid_r0.4_c1.0,0
58,3.0,3.0,grid_r0.4_c1.0,0
59,3.0,3.0,grid_r0.4_c1.0,0
60,3.0,3.0,grid_r0.4_c1.0,0
61,3.0,3.0,grid_r0.4_c1.0,0
62,3.0,3.0,grid_r0.4_c1.0,0
63,3.0,3.0,grid_r0.4_c1.0,0
64,3.0,3.0,grid_r0.4_c1.0,0
65,3.0,3.0,grid_r0.4_c1.0,0
0,3.0,3.0,grid_r0.4_c1.5,0
1,3.0,3.0,grid_r0.4_c1.5,0
2,3.0,3.0,grid_r0.4_c1.5,0
3,3.0,3.0,grid_r0.4_c1.5,0
4,3.0,3.0,grid_r0.4_c1.5,0
5,3.0,3.0,grid_r0.4_c1.5,0
6,3.0,3.0,grid_r0.4_c1.5,0
7,3.0,3.0,grid_r0.4_c1.5,0
8,3.0,3.0,grid_r0.4_c1.5,0
9,3.0,3.0,grid_r0.4_c1.5,0
10,3.0,3.0,grid_r0.4_c1.5,0
11,3.0,3.0,grid_r0.4_c1.5,0
12,3.0,3.0,grid_r0.4_c1.5,0
13,3.0,3.0,grid_r0.4_c1.5,0
14,3.0,3.0,grid_r0.4_c1.5,0
15,3.0,3.0,grid_r0.4_c1.5,0
16,3.0,3.0,grid_r0.4_c1.5,0
17,3.0,3.0,grid_r0.4_c1.5,0
18,3.0,3.0,grid_r0.4_c1.5,0
19,3.0,3.0,grid_r0.4_c1.5,0
20,3.0,3.0,grid_r0.4_c1.5,0
21,3.0,3.0,grid_r0.4_c1.5,0
22,3.0,3.0,grid_r0.4_c1.5,0
23,3.0,3.0,grid_r0.4_c1.5,0
24,3.0,3.0,grid_r0.4_c1.5,0
25,3.0,3.0,grid_r0.4_c1.5,0
26,3.0,3.0,grid_r0.4_c1.5,0
27,3.0,3.0,grid_r0.4_c1.5,0
28,3.0,3.0,grid_r0.4_c1.5,0
29,3.0,3.0,grid_r0.4_c1.5,0
30,3.0,3.0,grid_r0.4_c1.5,0
31,3.0,3.0,grid_r0.4_c1.5,0
32,3.0,3.0,grid_r0.4_c1.5,0
33,3.0,3.0,grid_r0.4_c1.5,0
34,3.0,3.0,grid_r0.4_c1.5,0
35,3.0,3.0,grid_r0.4_c1.5,0
36,3.0,3.0,grid_r0.4_c1.5,0
37,3.0,3.0,grid_r0.4_c1.5,0
38,3.0,3.0,grid_r0.4_c1.5,0
39,3.0,3.0,grid_r0.4_c1.5,0
40,3.0,3.0,grid_r0.4_c1.5,0
41,3.0,3.0,grid_r0.4_c1.5,0
42,3.0,3.0,grid_r0.4_c1.5,0
43,3.0,3.0,grid_r0.4_c1.5,0
44,3.0,3.0,grid_r0.4_c1.5,0
45,3.0,3.0,grid_r0.4_c1.5,0
46,3.0,3.0,grid_r0.4_c1.5,0
47,3.0,3.0,grid_r0.4_c1.5,0
48,3.0,3.0,grid_r0.4_c1.5,0
49,3.0,3.0,grid_r0.4_c1.5,0
50,3.0,3.0,grid_r0.4_c1.5,0
51,3.0,3.0,grid_r0.4_c1.5,0
52,3.0,3.0,grid_r0.4_c1.5,0
53,3.0,3.0,grid_r0.4_c1.5,0
54,3.0,3.0,grid_r0.4_c1.5,0
55,3.0,3.0,grid_r0.4_c1.5,0
56,3.0,3.0,grid_r0.4_c1.5,0
57,3.0,3.0,grid_r0.4_c1.5,0
58,3.0,3.0,grid_r0.4_c1.5,0
59,3.0,3.0,grid_r0.4_c1.5,0
60,3.0,3.0,grid_r0.4_c1.5,0
61,3.0,3.0,grid_r0.4_c1.5,0
62,3.0,3.0,grid_r0.4_c1.5,0
63,3.0,3.0,grid_r0.4_c1.5,0
64,3.0,3.0,grid_r0.4_c1.5,0
65,3.0,3.0,grid_r0.4_c1.5,0
0,3.0,3.0,grid_r0.7_c0.5,0
1,3.0,3.0,grid_r0.7_c0.5,0
2,3.0,3.0,grid_r0.7_c0.5,0
3,3.0,3.0,grid_r0.7_c0.5,0
4,3.0,3.0,grid_r0.7_c0.5,0
5,3.0,3.0,grid_r0.7_c0.5,0
6,3.0,3.0,grid_r0.7_c0.5,0
7,3.0,3.0,grid_r0.7_c0.5,0
8,3.0,3.0,grid_r0.7_c0.5,0
9,3.0,3.0,grid_r0.7_c0.5,0
10,3.0,3.0,grid_r0.7_c0.5,0
11,3.0,3.0,grid_r0.7_c0.5,0
12,3.0,3.0,grid_r0.7_c0.5,0
13,3.0,3.0,grid_r0.7_c0.5,0
14,3.0,3.0,grid_r0.7_c0.5,0
15,3.0,3.0,grid_r0.7_c0.5,0
16,3.0,3.0,grid_r0.7_c0.5,0
17,3.0,3.0,grid_r0.7_c0.5,0
18,3.0,3.0,grid_r0.7_c0.5,0
19,3.0,3.0,grid_r0.7_c0.5,0
20,3.0,3.0,grid_r0.7_c0.5,0
21,3.0,3.0,grid_r0.7_c0.5,0
22,3.0,3.0,grid_r0.7_c0.5,0
23,3.0,3.0,grid_r0.7_c0.5,0
24,3.0,3.0,grid_r0.7_c0.5,0
25,3.0,3.0,grid_r0.7_c0.5,0
26,3.0,3.0,grid_r0.7_c0.5,0
27,3.0,3.0,grid_r0.7_c0.5,0
28,3.0,3.0,grid_r0.7_c0.5,0
29,3.0,3.0,grid_r0.7_c0.5,0
30,3.0,3.0,grid_r0.7_c0.5,0
31,3.0,3.0,grid_r0.7_c0.5,0
32,3.0,3.0,grid_r0.7_c0.5,0
33,3.0,3.0,grid_r0.7_c0.5,0
34,3.0,3.0,grid_r0.7_c0.5,0
35,3.0,3.0,grid_r0.7_c0.5,0
36,3.0,3.0,grid_r0.7_c0.5,0
37,3.0,3.0,grid_r0.7_c0.5,0
38,3.0,3.0,grid_r0.7_c0.5,0
39,3.0,3.0,grid_r0.7_c0.5,0
40,3.0,3.0,grid_r0.7_c0.5,0
41,3.0,3.0,grid_r0.7_c0.5,0
42,3.0,3.0,grid_r0.7_c0.5,0
43,3.0,3.0,grid_r0.7_c0.5,0
44,3.0,3.0,grid_r0.7_c0.5,0
45,3.0,3.0,grid_r0.7_c0.5,0
46,3.0,3.0,grid_r0.7_c0.5,0
47,3.0,3.0,grid_r0.7_c0.5,0
48,3.0,3.0,grid_r0.7_c0.5,0
49,3.0,3.0,grid_r0.7_c0.5,0
50,3.0,3.0,grid_r0.7_c0.5,0
51,3.0,3.0,grid_r0.7_c0.5,0
52,3.0,3.0,grid_r0.7_c0.5,0
53,3.0,3.0,grid_r0.7_c0.5,0
54,3.0,3.0,grid_r0.7_c0.5,0
55,3.0,3.0,grid_r0.7_c0.5,0
56,3.0,3.0,grid_r0.7_c0.5,0
57,3.0,3.0,grid_r0.7_c0.5,0
58,3.0,3.0,grid_r0.7_c0.5,0
59,3.0,3.0,grid_r0.7_c0.5,0
60,3.0,3.0,grid_r0.7_c0.5,0
61,3.0,3.0,grid_r0.7_c0.5,0
62,3.0,3.0,grid_r0.7_c0.5,0
63,3.0,3.0,grid_r0.7_c0.5,0
64,3.0,3.0,grid_r0.7_c0.5,0
65,3.0,3.0,grid_r0.7_c0.5,0
0,3.0,3.0,grid_r0.7_c1.0,0
1,3.0,3.0,grid_r0.7_c1.0,0
2,3.0,3.0,grid_r0.7_c1.0,0
3,3.0,3.0,grid_r0.7_c1.0,0
4,3.0,3.0,grid_r0.7_c1.0,0
5,3.0,3.0,grid_r0.7_c1.0,0
6,3.0,3.0,grid_r0.7_c1.0,0
7,3.0,3.0,grid_r0.7_c1.0,0
8,3.0,3.0,grid_r0.7_c1.0,0
9,3.0,3.0,grid_r0.7_c1.0,0
10,3.0,3.0,grid_r0.7_c1.0,0
11,3.0,3.0,grid_r0.7_c1.0,0
12,3.0,3.0,grid_r0.7_c1.0,0
13,3.0,3.0,grid_r0.7_c1.0,0
14,3.0,3.0,grid_r0.7_c1.0,0
15,3.0,3.0,grid_r0.7_c1.0,0
16,3.0,3.0,grid_r0.7_c1.0,0
17,3.0,3.0,grid_r0.7_c1.0,0
18,3.0,3.0,grid_r0.7_c1.0,0
19,3.0,3.0,grid_r0.7_c1.0,0
20,3.0,3.0,grid_r0.7_c1.0,0
21,3.0,3.0,grid_r0.7_c1.0,0
22,3.0,3.0,grid_r0.7_c1.0,0
23,3.0,3.0,grid_r0.7_c1.0,0
24,3.0,3.0,grid_r0.7_c1.0,0
25,3.0,3.0,grid_r0.7_c1.0,0
26,3.0,3.0,grid_r0.7_c1.0,0
27,3.0,3.0,grid_r0.7_c1.0,0
28,3.0,3.0,grid_r0.7_c1.0,0
29,3.0,3.0,grid_r0.7_c1.0,0
30,3.0,3.0,grid_r0.7_c1.0,0
31,3.0,3.0,grid_r0.7_c1.0,0
32,3.0,3.0,grid_r0.7_c1.0,0
33,3.0,3.0,grid_r0.7_c1.0,0
34,3.0,3.0,grid_r0.7_c1.0,0
35,3.0,3.0,grid_r0.7_c1.0,0
36,3.0,3.0,grid_r0.7_c1.0,0
37,3.0,3.0,grid_r0.7_c1.0,0
38,3.0,3.0,grid_r0.7_c1.0,0
39,3.0,3.0,grid_r0.7_c1.0,0
40,3.0,3.0,grid_r0.7_c1.0,0
41,3.0,3.0,grid_r0.7_c1.0,0
42,3.0,3.0,grid_r0.7_c1.0,0
43,3.0,3.0,grid_r0.7_c1.0,0
44,3.0,3.0,grid_r0.7_c1.0,0
45,3.0,3.0,grid_r0.7_c1.0,0
46,3.0,3.0,grid_r0.7_c1.0,0
47,3.0,3.0,grid_r0.7_c1.0,0
48,3.0,3.0,grid_r0.7_c1.0,0
49,3.0,3.0,grid_r0.7_c1.0,0
50,3.0,3.0,grid_r0.7_c1.0,0
51,3.0,3.0,grid_r0.7_c1.0,0
52,3.0,3.0,grid_r0.7_c1.0,0
53,3.0,3.0,grid_r0.7_c1.0,0
54,3.0,3.0,grid_r0.7_c1.0,0
55,3.0,3.0,grid_r0.7_c1.0,0
56,3.0,3.0,grid_r0.7_c1.0,0
57,3.0,3.0,grid_r0.7_c1.0,0
58,3.0,3.0,grid_r0.7_c1.0,0
59,3.0,3.0,grid_r0.7_c1.0,0
60,3.0,3.0,grid_r0.7_c1.0,0
61,3.0,3.0,grid_r0.7_c1.0,0
62,3.0,3.0,grid_r0.7_c1.0,0
63,3.0,3.0,grid_r0.7_c1.0,0
64,3.0,3.0,grid_r0.7_c1.0,0
65,3.0,3.0,grid_r0.7_c1.0,0
0,3.0,3.0,grid_r0.7_c1.5,0
1,3.0,3.0,grid_r0.7_c1.5,0
2,3.0,3.0,grid_r0.7_c1.5,0
3,3.0,3.0,grid_r0.7_c1.5,0
4,3.0,3.0,grid_r0.7_c1.5,0
5,3.0,3.0,grid_r0.7_c1.5,0
6,3.0,3.0,grid_r0.7_c1.5,0
7,3.0,3.0,grid_r0.7_c1.5,0
8,3.0,3.0,grid_r0.7_c1.5,0
9,3.0,3.0,grid_r0.7_c1.5,0
10,3.0,3.0,grid_r0.7_c1.5,0
11,3.0,3.0,grid_r0.7_c1.5,0
12,3.0,3.0,grid_r0.7_c1.5,0
13,3.0,3.0,grid_r0.7_c1.5,0
14,3.0,3.0,grid_r0.7_c1.5,0
15,3.0,3.0,grid_r0.7_c1.5,0
16,3.0,3.0,grid_r0.7_c1.5,0
17,3.0,3.0,grid_r0.7_c1.5,0
18,3.0,3.0,grid_r0.7_c1.5,0
19,3.0,3.0,grid_r0.7_c1.5,0
20,3.0,3.0,grid_r0.7_c1.5,0
21,3.0,3.0,grid_r0.7_c1.5,0
22,3.0,3.0,grid_r0.7_c1.5,0
23,3.0,3.0,grid_r0.7_c1.5,0
24,3.0,3.0,grid_r0.7_c1.5,0
25,3.0,3.0,grid_r0.7_c1.5,0
26,3.0,3.0,grid_r0.7_c1.5,0
27,3.0,3.0,grid_r0.7_c1.5,0
28,3.0,3.0,grid_r0.7_c1.5,0
29,3.0,3.0,grid_r0.7_c1.5,0
30,3.0,3.0,grid_r0.7_c1.5,0
31,3.0,3.0,grid_r0.7_c1.5,0
32,3.0,3.0,grid_r0.7_c1.5,0
33,3.0,3.0,grid_r0.7_c1.5,0
34,3.0,3.0,grid_r0.7_c1.5,0
35,3.0,3.0,grid_r0.7_c1.5,0
36,3.0,3.0,grid_r0.7_c1.5,0
37,3.0,3.0,grid_r0.7_c1.5,0
38,3.0,3.0,grid_r0.7_c1.5,0
39,3.0,3.0,grid_r0.7_c1.5,0
40,3.0,3.0,grid_r0.7_c1.5,0
41,3.0,3.0,grid_r0.7_c1.5,0
42,3.0,3.0,grid_r0.7_c1.5,0
43,3.0,3.0,grid_r0.7_c1.5,0
44,3.0,3.0,grid_r0.7_c1.5,0
45,3.0,3.0,grid_r0.7_c1.5,0
46,3.0,3.0,grid_r0.7_c1.5,0
47,3.0,3.0,grid_r0.7_c1.5,0
48,3.0,3.0,grid_r0.7_c1.5,0
49,3.0,3.0,grid_r0.7_c1.5,0
50,3.0,3.0,grid_r0.7_c1.5,0
51,3.0,3.0,grid_r0.7_c1.5,0
52,3.0,3.0,grid_r0.7_c1.5,0
53,3.0,3.0,grid_r0.7_c1.5,0
54,3.0,3.0,grid_r0.7_c1.5,0
55,3.0,3.0,grid_r0.7_c1.5,0
56,3.0,3.0,grid_r0.7_c1.5,0
57,3.0,3.0,grid_r0.7_c1.5,0
58,3.0,3.0,grid_r0.7_c1.5,0
59,3.0,3.0,grid_r0.7_c1.5,0
60,3.0,3.0,grid_r0.7_c1.5,0
61,3.0,3.0,grid_r0.7_c1.5,0
62,3.0,3.0,grid_r0.7_c1.5,0
63,3.0,3.0,grid_r0.7_c1.5,0
64,3.0,3.0,grid_r0.7_c1.5,0
65,3.0,3.0,grid_r0.7_c1.5,0
0,3.0,3.0,grid_r1.0_c0.5,0
1,3.0,3.0,grid_r1.0_c0.5,0
2,3.0,3.0,grid_r1.0_c0.5,0
3,3.0,3.0,grid_r1.0_c0.5,0
4,3.0,3.0,grid_r1.0_c0.5,0
5,3.0,3.0,grid_r1.0_c0.5,0
6,3.0,3.0,grid_r1.0_c0.5,0
7,3.0,3.0,grid_r1.0_c0.5,0
8,3.0,3.0,grid_r1.0_c0.5,0
9,3.0,3.0,grid_r1.0_c0.5,0
10,3.0,3.0,grid_r1.0_c0.5,0
11,3.0,3.0,grid_r1.0_c0.5,0
12,3.0,3.0,grid_r1.0_c0.5,0
13,3.0,3.0,grid_r1.0_c0.5,0
14,3.0,3.0,grid_r1.0_c0.5,0
15,3.0,3.0,grid_r1.0_c0.5,0
16,3.0,3.0,grid_r1.0_c0.5,0
17,3.0,3.0,grid_r1.0_c0.5,0
18,3.0,3.0,grid_r1.0_c0.5,0
19,3.0,3.0,grid_r1.0_c0.5,0
20,3.0,3.0,grid_r1.0_c0.5,0
21,3.0,3.0,grid_r1.0_c0.5,0
22,3.0,3.0,grid_r1.0_c0.5,0
23,3.0,3.0,grid_r1.0_c0.5,0
24,3.0,3.0,grid_r1.0_c0.5,0
25,3.0,3.0,grid_r1.0_c0.5,0
26,3.0,3.0,grid_r1.0_c0.5,0
27,3.0,3.0,grid_r1.0_c0.5,0
28,3.0,3.0,grid_r1.0_c0.5,0
29,3.0,3.0,grid_r1.0_c0.5,0
30,3.0,3.0,grid_r1.0_c0.5,0
31,3.0,3.0,grid_r1.0_c0.5,0
32,3.0,3.0,grid_r1.0_c0.5,0
33,3.0,3.0,grid_r1.0_c0.5,0
34,3.0,3.0,grid_r1.0_c0.5,0
35,3.0,3.0,grid_r1.0_c0.5,0
36,3.0,3.0,grid_r1.0_c0.5,0
37,3.0,3.0,grid_r1.0_c0.5,0
38,3.0,3.0,grid_r1.0_c0.5,0
39,3.0,3.0,grid_r1.0_c0.5,0
40,3.0,3.0,grid_r1.0_c0.5,0
41,3.0,3.0,grid_r1.0_c0.5,0
42,3.0,3.0,grid_r1.0_c0.5,0
43,3.0,3.0,grid_r1.0_c0.5,0
44,3.0,3.0,grid_r1.0_c0.5,0
45,3.0,3.0,grid_r1.0_c0.5,0
46,3.0,3.0,grid_r1.0_c0.5,0
47,3.0,3.0,grid_r1.0_c0.5,0
48,3.0,3.0,grid_r1.0_c0.5,0
49,3.0,3.0,grid_r1.0_c0.5,0
50,3.0,3.0,grid_r1.0_c0.5,0
51,3.0,3.0,grid_r1.0_c0.5,0
52,3.0,3.0,grid_r1.0_c0.5,0
53,3.0,3.0,grid_r1.0_c0.5,0
54,3.0,3.0,grid_r1.0_c0.5,0
55,3.0,3.0,grid_r1.0_c0.5,0
56,3.0,3.0,grid_r1.0_c0.5,0
57,3.0,3.0,grid_r1.0_c0.5,0
58,3.0,3.0,grid_r1.0_c0.5,0
59,3.0,3.0,grid_r1.0_c0.5,0
60,3.0,3.0,grid_r1.0_c0.5,0
61,3.0,3.0,grid_r1.0_c0.5,0
62,3.0,3.0,grid_r1.0_c0.5,0
63,3.0,3.0,grid_r1.0_c0.5,0
64,3.0,3.0,grid_r1.0_c0.5,0
65,3.0,3.0,grid_r1.0_c0.5,0
0,3.0,3.0,grid_r1.0_c1.0,0
1,3.0,3.0,grid_r1.0_c1.0,0
2,3.0,3.0,grid_r1.0_c1.0,0
3,3.0,3.0,grid_r1.0_c1.0,0
4,3.0,3.0,grid_r1.0_c1.0,0
5,3.0,3.0,grid_r1.0_c1.0,0
6,3.0,3.0,grid_r1.0_c1.0,0
7,3.0,3.0,grid_r1.0_c1.0,0
8,3.0,3.0,grid_r1.0_c1.0,0
9,3.0,3.0,grid_r1.0_c1.0,0
10,3.0,3.0,grid_r1.0_c1.0,0
11,3.0,3.0,grid_r1.0_c1.0,0
12,3.0,3.0,grid_r1.0_c1.0,0
13,3.0,3.0,grid_r1.0_c1.0,0
14,3.0,3.0,grid_r1.0_c1.0,0
15,3.0,3.0,grid_r1.0_c1.0,0
16,3.0,3.0,grid_r1.0_c1.0,0
17,3.0,3.0,grid_r1.0_c1.0,0
18,3.0,3.0,grid_r1.0_c1.0,0
19,3.0,3.0,grid_r1.0_c1.0,0
